file,row_index,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
132.data,13,ホウオウモン,hououmon,Hououmon,Phoenixmon,・Starlight Explosion,Holy Beast,5,3,2,6100,5900,1900,10,2
132.data,14,ドミニモン,dominimon,Dominimon,Dominimon,・Final Excalibur・Zero Heavens・Devotion Field,Dominion,5,3,1,6350,5700,1900,12,8
132.data,15,レイヴモン,ravmon,Ravmon,Ravemon,・Spiral Raven Claw・Blast Wing・Chouou-maru,Android,5,3,3,5800,5500,1950,24,8
132.data,16,シャンポンモン,xiangpengmon,Xiangpengmon,Xiangpengmon,・Lightning Scourge・Divine Lance・Sea of Destruction,Holy Bird,5,3,1,5300,6000,1850,8,13
132.data,17,シャカモン,shakamon,Shakamon,Shakamon,・Satori Henro Shou・Reikou Kumo no Ito・Taijou Shingon,Tathagata,5,3,2,6700,6150,2100,10,2
132.data,18,レイヴモン：バーストモード,ravmonburstmode,Ravmon:Burstmode,Ravemon: Burst Mode,・Crimson Formation・Mourning Dance・Lightning Thrust,Android,5,3,1,6800,5700,2000,11,11
132.data,19,ジャザモン,jazamon,Jazamon,Jazamon,・Tap-tapping Pick,Bird Dragon,2,2,2,5050,3000,1100,14,4
132.data,20,サンダーバーモン,thunderbirmon,Thunderbirmon,Thunderbirdmon,・Spark Wing・Thunderstorm,Giant Bird,7,2,2,5600,3600,1250,2,13
132.data,21,ジャザリッヒモン,jazarichmon,Jazarichmon,Jazarichmon,・Messer Spiral・N.S.B.M,Machine Dragon,4,2,2,6000,4200,1600,14,4
132.data,22,メタリックドラモン,metallicdramon,Metallicdramon,Metallicdramon,・Laser Cannon・Laser Saber,Sky Dragon,5,2,2,6200,5800,2000,12,8
133.data,0,バブモン,bubbmon,Bubbmon,Pabumon,・Adhesive Bubble Blow,Slime,0,0,2,65535,65535,65535,65535,65535
133.data,1,モチモン,mochimon,Mochimon,Motimon,・Elastic Bubbles,Lesser,1,0,2,65535,65535,65535,65616,65616
133.data,2,テントモン,tentomon,Tentomon,Tentomon,・Super Shocker,Insectoid,2,3,2,4300,3000,1100,92,92
133.data,3,ララモン,lalamon,Lalamon,Lalamon,・Seed Blast・Lala Screw・Sing a Song,Vegetation,2,2,1,5000,2800,1050,38,18
133.data,4,ファンビーモン,funbeemon,Funbeemon,FunBeemon,・Gear Stinger・Buzz-Buzz Call,Insectoid,2,1,1,4700,2600,1050,14,18
133.data,5,カブテリモン,kabuterimon,Kabuterimon,Kabuterimon,・Electro Shocker,Insectoid,3,3,2,5000,3800,1250,85,85
133.data,6,サンフラウモン,sunflowmon,Sunflowmon,Sunflowmon,・Sunshine Beam・Smiley Slap・Cactus Tail,Vegetation,3,2,2,5600,3500,1300,33,2
133.data,7,ワスプモン,waspmon,Waspmon,Waspmon,・Turbo Stinger・Bear Buster,Android,3,1,1,5400,3400,1200,14,4
133.data,8,クワガーモン,kuwagamon,Kuwagamon,Kuwagamon,・Scissor Claw,Insectoid,3,1,3,5250,3700,1200,90,90
133.data,9,アトラーカブテリモン（赤）,atlurkabuterimon,Atlurkabuterimon,MegaKabuterimon (Red),・Horn Buster,Insectoid,4,3,2,5300,4700,1500,110,110
133.data,10,ライラモン,lilamon,Lilamon,Lilamon,・Lila Shower・Beauty Slap・Pollen Spray,Pixie,4,2,1,6000,4300,1600,9,12
133.data,11,キャノンビーモン,cannonbeemon,Cannonbeemon,CannonBeemon,・Nitro Stinger・Sky Rocket infinity,Android,4,1,1,5400,4500,1550,13,9
133.data,12,オオクワモン,okuwamon,Oukuwamon,Okuwamon,・Double Scissor Claw,Insectoid,4,1,3,5100,4500,1450,90,90
133.data,13,ヘラクルカブテリモン,heraklekabuterimon,Heraklekabuterimon,HerculesKabuterimon,・Giga Blaster,Insectoid,5,3,2,5700,5900,2050,6,13
133.data,14,ロゼモン,rosemon,Rosemon,Rosemon,・Thorn Whip・Roses Rapier・Forbidden Temptation,Pixie,5,2,1,6200,5600,2000,25,12
133.data,15,タイガーヴェスパモン,tigervespamon,Tigervespamon,TigerVespamon,・Mach Stinger V,Android,5,1,1,6000,5700,1900,14,4
133.data,16,グランクワガーモン,grankuwagamon,Grankuwagamon,GranKuwagamon,・Dimension Scissor,Insectoid,5,4,1,5400,5700,1850,30,4
133.data,17,タイラントカブテリモン,tyrantkabuterimon,Tyrantkabuterimon,TyrantKabuterimon,・Shine of Bee・Bee Cyclone,Insectoid,5,1,3,6800,6400,2000,10,17
133.data,18,ロゼモン：バーストモード,rosemonburstmode,Rosemon:Burstmode,Rosemon: Burst Mode,・Charite・Aguichant Levres・Tifaret,Pixie,5,2,1,6900,5600,1950,9,21
133.data,19,モルフォモン,morphomon,Morphomon,Morphomon,・Intense Therapy,Insectoid,2,3,2,5100,2900,900,2,12
133.data,20,フーディエモン,hudiemon,Hudiemon,Hudiemon,・Flying Kick・Infinity Dream,Insectoid,3,4,3,5800,3600,1200,33,12
133.data,21,エオスモン,eosmon_lv4,Eosmon_Lv4,Eosmon,・Mirror Guard・Mirror Dust・Bolt Rip,Unidentified,3,5,2,6000,4500,1500,6,8
133.data,22,バンチョーリリモン,bancholilimon,Bancholilimon,BanchoLillymon,・Absolute Territory・Nightmare Assemble・Twin Petal,Pixie,5,2,1,6300,5800,2050,12,16
134.data,0,ツブモン,tsubumon,Tsubumon,Tsubumon,・Acid Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
134.data,1,ウパモン,upamon,Upamon,Upamon,・Shock Shout,Amphibian,1,0,2,65535,65535,65535,65616,65616
134.data,2,アルマジモン,armadimon,Armadimon,Armadillomon,・Scratch Beat・Diamond Shell,Mammal,2,4,2,3900,3700,1200,88,88
134.data,3,パタモン,patamon,Patamon,Patamon,・Air Shot・Wing Slap,Mammal,2,2,4,4800,3000,900,97,97
134.data,4,ブイモン,v-mon,V-Mon,Veemon,・Boom Boom Punch・Veemon Headbutt,Mini Dragon,2,4,1,4500,3500,900,87,87
134.data,5,アンキロモン,ankylomon,Ankylomon,Ankylomon,・Megaton Press・Tail Hammer,Armored Dragon,3,4,4,4400,4000,1350,132,132
134.data,6,エンジェモン,angemon,Angemon,Angemon,・Heaven's Knuckle,Angel,3,3,0,5500,3800,1300,93,93
134.data,7,エクスブイモン,xv-mon,Xv-Mon,ExVeemon,・Strong Crunch・Vee Laser,Mythical Dragon,3,4,1,5000,3500,1300,137,137
134.data,8,ディグモン,digmon,Digmon,Digmon,・Big Crack・Gold Rush,Insectoid,7,4,3,4200,3500,1250,112,112
134.data,9,サブマリモン,sabmarimon,Sabmarimon,Submarimon,・Oxygen Homing・Submarine Attack,Aquatic,7,4,0,5100,3300,1200,112,112
134.data,10,ペガスモン,pegasmon,Pegasmon,Pegasusmon,・Rodeo Gallop・Silver Blaze・Shooting Star,Holy Beast,7,4,1,5300,3300,1100,142,142
134.data,11,フレイドラモン,fladramon,Fladramon,Flamedramon,・Flaming Fist・Fire Rocket,Dragon Man,7,4,2,4800,3450,1200,108,108
134.data,12,ライドラモン,lighdramon,Lighdramon,Lighdramon,・Lightning Blade・Blue Thunder,Beast,7,4,2,5200,3400,1100,92,92
134.data,13,シャッコウモン,shakkoumon,Shakkoumon,Shakkoumon,・Kachina Bombs・Disaster Blaster,Mutant,4,4,3,5900,5000,1580,139,139
134.data,14,ホーリーエンジェモン,holyangemon,Holyangemon,MagnaAngemon,・Heaven's Gate,High Angel,4,3,0,6000,4000,1400,90,90
134.data,15,パイルドラモン,paildramon,Paildramon,Paildramon,・Sting Strike・Death Parade Blaster,Dragon Man,4,4,2,5500,4800,1450,139,139
134.data,16,ヴァイクモン,vikemon,Vikemon,Vikemon,・Arctic Blizzard・Mjolnir,Beast Man,5,4,4,5600,6000,2100,22,7
134.data,17,セラフィモン,seraphimon,Seraphimon,Seraphimon,・Strike of the Seven Stars・Testament,Seraph,5,3,0,6400,5300,1950,95,95
134.data,18,インペリアルドラモン：ドラゴンモード,imperialdramondragonmode,Imperialdramon:Dragonmode,Imperialdramon: Dragon Mode,・Mega Death,Ancient Dragon,5,4,2,6800,4800,1950,129,129
134.data,19,マグナモン,magnamon,Magnamon,Magnamon,・Plasma Shot・Shining Gold Solar Storm・Magna Explosion,Holy Knight,7,4,2,6300,4700,2000,85,85
134.data,20,アルケニモン,archnemon,Archnemon,Arukenimon,・Spider Thread・Predation Spider,Dark Beast,4,1,1,5600,4800,1400,114,114
134.data,21,ベリアルヴァンデモン,belialvamdemon,Belialvamdemon,MaloMyotismon,・Pandemonium Flame,Evil King,5,1,0,6700,5400,2100,98,98
134.data,22,ブラックウォーグレイモン,blackwargreymon,Blackwargreymon,BlackWarGreymon,・Dark Terra Force,Dragon Man,5,1,1,5800,5300,2000,129,129
135.data,0,プルルモン,pururumon,Pururumon,Pururumon,・Acid Bubbles,Slime,0,0,2,65535,65535,65535,65535,65535
135.data,1,ポロモン,poromon,Poromon,Poromon,・Pororo Breeze,Mini Bird,1,0,2,65535,65535,65535,65616,65616
135.data,2,ホークモン,hawkmon,Hawkmon,Hawkmon,・Pecking Beak・Feather Slash,Bird,2,4,2,5100,2900,950,140,140
135.data,3,テイルモン,tailmon,Tailmon,Gatomon,・Lightning Paw・Cat's Eye,Holy Beast,3,3,1,4900,3300,1100,115,115
135.data,4,ワームモン,wormmon,Wormmon,Wormmon,・Sticky Net・Silk Thread,Larva,2,4,1,3900,3000,1200,87,87
135.data,5,アクィラモン,aquilamon,Aquilamon,Aquilamon,・Glide Horn・Blast Laser,Giant Bird,3,4,1,5800,3300,1200,116,116
135.data,6,テイルモン,tailmon,Tailmon,Gatomon,・Lightning Paw・Cat's Eye,Holy Beast,3,3,0,5600,3500,1150,115,115
135.data,7,スティングモン,stingmon,Stingmon,Stingmon,・Spiking Strike,Insectoid,3,4,1,5100,3800,1200,112,112
135.data,8,ホルスモン,holsmon,Holsmon,Halsemon,・Mach Impulse・Tempest Wing・Udjat Gaze,Beast,7,4,0,5300,3200,1100,140,140
135.data,9,ネフェルティモン,nefertimon,Nefertimon,Nefertimon,・Curse of the Queen・Rosetta Stone,Holy Beast,7,4,1,5700,3400,1100,143,143
135.data,10,シュリモン,shurimon,Shurimon,Shurimon,・Double Star Strike・Double Stars,Mutant,7,4,2,5200,3100,1150,141,141
135.data,11,シルフィーモン,silphymon,Silphymon,Silphymon,・Top Gun・Dual Sonic,Beast Man,4,4,1,6200,4800,1500,85,85
135.data,12,エンジェウーモン,angewomon,Angewomon,Angewomon,・Celestial Arrow・Heaven's Charm,High Angel,4,3,2,6000,3900,1350,87,87
135.data,13,ディノビーモン,dinobeemon,Dinobeemon,Dinobeemon,・Hell Masquerade,Mutant,4,4,2,5900,4900,1300,25,18
135.data,14,ヴァルキリモン,valkyrimon,Valkyrimon,Valkyrimon,・Fenrir Sword・Aurvandil's Arrow,Warrior,5,4,0,6000,5900,2050,12,4
135.data,15,ホーリードラモン,holydramon,Holydramon,Magnadramon,・Fire Tornado,Holy Dragon,5,3,3,6400,6000,2000,85,85
135.data,16,インペリアルドラモン：ファイターモード,imperialdramonfightermode,Imperialdramon:Fightermode,Imperialdramon: Fighter Mode,・Positron Laser・Giga Death,Ancient Dragon Man,5,4,0,6000,5800,2000,86,86
135.data,17,インペリアルドラモン：パラディンモード,imperialdramonpaladinmode,Imperialdramon:Paladinmode,Imperialdramon: Paladin Mode,・Omni Blade,Ancient Holy Knight,5,3,0,6400,5500,2200,138,138
135.data,18,ウッコモン,ukkomon,Ukkomon,Ukkomon,・Whirlpool Spin・Liar Dream,Ancient Pixie,2,4,0,5150,3250,1000,12,5
135.data,19,マミーモン,mummymon,Mummymon,Mummymon,・Snake Bandage・Necrophobia,Undead,4,1,4,5600,4900,1450,130,130
135.data,20,キメラモン,chimairamon,Chimairamon,Kimeramon,・Heat Viper,Composite,4,2,1,6100,5100,1700,95,95
135.data,21,アーマゲモン,armagemon,Armagemon,Armageddemon,・Black Rain・Ultimate Flare,Unidentified,5,5,3,6700,5800,2150,126,126
135.data,22,ビッグウッコモン,bigukkomon,Bigukkomon,BigUkkomon,・Violent Punisher,Ancient Pixie,5,4,0,6000,6100,2200,12,12
136.data,0,フフモン,fufumon,Fufumon,Fufumon,・Little Iron Spikes,Slime,0,0,2,65535,65535,65535,65535,65535
136.data,1,キョキョモン,kyokyomon,Kyokyomon,Kyokyomon,・Metal Straw,Lesser,1,0,2,65535,65535,65535,65535,65535
136.data,2,リュウダモン,ryudamon,Ryudamon,Ryudamon,・Kabutogaeshi・Iai Blade,Beast,2,3,2,4500,3100,1000,14,8
136.data,3,コマンドラモン,commandramon,Commandramon,Commandramon,・M16 Assassin・DCD Bomb,Android,2,1,0,4900,2800,900,23,19
136.data,4,ギンリュウモン,ginryumon,Ginryumon,Ginryumon,・Boujinha・Metal Armor Blade,Beast Dragon,3,3,2,5300,3600,1150,14,18
136.data,5,ハイコマンドラモン,hi-commandramon,Hi-Commandramon,Hi-Commandramon,・DCD Grenade・Destroy Charge,Android,3,1,0,5000,4000,1250,13,9
136.data,6,デルタモン,deltamon,Deltamon,Deltamon,・Triple Forces・Skull Fang,Composite,3,1,1,4800,3600,1300,139,139
136.data,7,ヌメモン,numemon,Numemon,Numemon,・Poop Toss,Mollusk,3,1,4,4600,3500,1100,94,94
136.data,8,ヒシャリュウモン,hisyaryumon,Hisyaryumon,Hisyaryumon,・Legendary Dragon Blade・Juouguruma,Beast Dragon,4,3,2,6500,4500,1500,12,18
136.data,9,カーゴドラモン,cargodramon,Cargodramon,Cargodramon,・Suppression Strike・Slaughter Blade,Machine,4,1,3,5500,5000,1400,23,8
136.data,10,オロチモン,orochimon,Orochimon,Orochimon,・Sake Breath・Ame no Murakumo,Dark Dragon,4,1,0,4700,4700,1450,12,10
136.data,11,もんざえモン,monzaemon,Monzaemon,Monzaemon,・Hearts Attack,Puppet,4,3,1,5100,4000,1400,118,118
136.data,12,エテモン,etemon,Etemon,Etemon,・Love Serenade・Dark Spirits,Puppet,4,1,1,4950,4300,1300,118,118
136.data,13,オウリュウモン,ouryumon,Ouryumon,Ouryumon,・Eiseiryuojin・Golden Armor,Beast Dragon,5,3,2,6600,5800,1900,12,4
136.data,14,ブリガードラモン,brigadramon,Brigadramon,Brigadramon,・Genocidal Rain・Exa Destroyer,Android,5,1,0,6100,5400,2000,23,9
136.data,15,ニーズヘッグモン,nidhoggmon,Nidhoggmon,Nidhoggmon,・Annihilention・Rudiment,Dark Dragon,5,1,0,5000,6000,1950,11,16
136.data,16,しんもんざえモン,shinmonzaemon,Shinmonzaemon,ShinMonzaemon,・Nightmare Rain・Fantastic Smash・Sweetheart Attack,Puppet,5,3,1,5200,5500,1900,11,5
136.data,17,キングエテモン,kingetemon,Kingetemon,KingEtemon,・Monkey Wrench,Puppet,5,1,3,5500,5000,1800,5,1
136.data,18,メタルエテモン,metaletemon,Metaletemon,MetalEtemon,・Banana Slip,Android,5,1,0,5100,5300,1850,93,93
136.data,19,シールズドラモン,sealsdramon,Sealsdramon,Sealsdramon,・Death Behind・Scouter Monoeye,Android,3,1,1,5300,3500,1250,14,8
136.data,20,タンクドラモン,tankdramon,Tankdramon,Tankdramon,・Striver Cannon・Blast Gatling,Machine,4,1,2,5900,4800,1600,23,9
136.data,21,ダークドラモン,darkdramon,Darkdramon,Darkdramon,・Dark Roar・Gigastick Lance,Android,5,1,0,6100,5900,2000,20,16
136.data,22,アルファモン：王竜剣,alphamon:ouryuken,Alphamon:Ouryuken,Alphamon: Ouryuken,・Ultimate Ouryuken,NO DATA,5,3,3,6600,6100,2150,12,8
137.data,0,ドドモン,dodomon,Dodomon,Dodomon,・Little Iron Beads,Slime,0,0,2,65535,65535,65535,65535,65535
137.data,1,ドリモン,dorimon,Dorimon,Dorimon,・Metal Drop,Lesser,1,0,2,65535,65535,65535,65535,65535
137.data,2,ドルモン,dorumon,Dorumon,Dorumon,・Dash Metal・Metal Cannon,Beast,2,2,0,5100,3000,1050,11,3
137.data,3,アグモン（黒）,agumon-black,Agumon-Black,Agumon (Black),・Pepper Breath,Reptile,2,1,1,4500,2700,1100,0,0
137.data,4,ドルガモン,dorugamon,Dorugamon,Dorugamon,・Cannonball・Power Metal,Beast Dragon,3,2,1,5200,3500,1200,11,3
137.data,5,デクスドルガモン,death-x-dorugamon,Death-X-Dorugamon,DexDorugamon,・Cannonball・Metal Cast,Undead,3,1,3,4900,3200,1300,24,4
137.data,6,ダークティラノモン,darktyranomon,Darktyranomon,DarkTyrannomon,・Fire Blast,Dinosaur,3,1,2,4700,3300,1250,83,83
137.data,7,エアドラモン,airdramon,Airdramon,Airdramon,・Spinning Needle,Mythical Beast,3,3,1,4900,3200,1200,116,116
137.data,8,ドルグレモン,doruguremon,Doruguremon,DoruGreymon,・Metal Meteor・Bloody Tower,Beast Dragon,4,2,0,6400,5000,1400,11,4
137.data,9,デクスドルグレモン,death-x-doruguremon,Death-X-Doruguremon,DexDoruGreymon,・Bloody Cave・Metal Meteor,Undead,4,1,4,5400,4400,1550,11,4
137.data,10,メタルティラノモン,metaltyranomon,Metaltyranomon,MetalTyrannomon,・Giga DestroyerII・Nuclear Laser,Android,4,1,2,4900,4500,1400,13,1
137.data,11,メガドラモン,megadramon,Megadramon,Megadramon,・Eradication Attack・Ultimate Slicer,Android,4,1,2,4900,4300,1350,106,106
137.data,12,ギガドラモン,gigadramon,Gigadramon,Gigadramon,・Eradication Gears・Evil Claw,Android,4,1,0,4800,4250,1250,106,106
137.data,13,ドルゴラモン,dorugoramon,Dorugoramon,Dorugoramon,・Brave Metal・DORU-Din,Beast Dragon,5,2,1,6100,5900,1950,4,4
137.data,14,デクスドルゴラモン,death-x-dorugoramon,Death-X-Dorugoramon,DexDorugoramon,・Metal Impulse・DORU-Din,Undead,5,1,3,5900,5500,2050,11,4
137.data,15,カオスドラモン,chaosdramon,Chaosdramon,Chaosdramon,・Hyper Infinity Cannon,Machine,5,1,1,4900,6100,2000,4,0
137.data,16,メタルシードラモン,metalseadramon,Metalseadramon,MetalSeadramon,・River of Power,Android,5,2,1,5000,5400,1800,85,85
137.data,17,ムゲンドラモン,mugendramon,Mugendramon,Machinedramon,・Infinity Cannon,Machine,5,1,2,4800,5450,1850,85,85
137.data,18,ガンドラモン,gundramon,Gundramon,Gundramon,・Der Blitz・Platzenkreuz・Gewalt Schwarmer,Machine,5,1,2,5200,5000,1800,23,18
137.data,19,ラプタードラモン,raptordramon,Raptordramon,Raptordramon,・Crash Charge・Ambush Crunch,Android,3,3,0,5700,3400,1200,14,4
137.data,20,グレイドモン,grademon,Grademon,Grademon,・Cross Blade・Grade Slash,Warrior,4,3,1,6000,4700,1650,12,8
137.data,21,アルファモン,alphamon,Alphamon,Alphamon,・Blade of the Dragon King・Soul Digitalization,Holy Knight,5,3,0,6300,5700,2100,6,13
137.data,22,アルファモン：王竜剣,alphamon:ouryuken,Alphamon:Ouryuken,Alphamon: Ouryuken,・Ultimate Ouryuken,NO DATA,5,3,3,6600,6100,2150,12,8
138.data,0,ドキモン,dokimon,Dokimon,Dokimon,・Static Shock,Slime,0,0,1,65535,65535,65535,65535,65535
138.data,1,ビビモン,bibimon,Bibimon,Bibimon,・Minimal Flash,Lesser,1,0,1,65535,65535,65535,65535,65535
138.data,2,パルスモン,pulsemon,Pulsemon,Pulsemon,・Electric Rush・Minor Impulse,Beast Man,2,3,1,4800,2700,1000,2,4
138.data,3,クダモン,kudamon,Kudamon,Kudamon,・Bullet Whirlwind・Blinding Ray,Holy Beast,2,3,0,5000,2500,900,33,2
138.data,4,シャウトモン,shoutmon,Shoutmon,Shoutmon,・Rock Soul・Soul Crusher・Rowdy Rocker,Mini Dragon,2,2,1,4700,3100,1100,38,0
138.data,5,バルクモン,bulkmon,Bulkmon,Bulkmon,・Electrical Fist・Thunder Dread,Dragon Man,3,3,0,5200,3600,1300,15,14
138.data,6,レッパモン,reppamon,Reppamon,Reppamon,・Rolling Tackle・Lion Claw・Razor Wind,Holy Beast,3,3,2,5000,3700,1200,12,8
138.data,7,サンダーボールモン,thunderballmon,Thunderballmon,Thundermon,・Thunder Ball,Mutant,3,2,2,4800,3300,1150,92,92
138.data,8,ブレイドクワガーモン,bladekuwagamon,Bladekuwagamon,BladeKuwagamon,・Spark Blade・Air Knife,Machine,3,1,1,5000,3000,1100,12,8
138.data,9,バウトモン,boutmon,Boutmon,Boutmon,・Lightning Heel・Buden Blast・Storm of Blows,Beast Man,4,3,0,5230,4500,1600,6,18
138.data,10,チィリンモン,tyilinmon,Tyilinmon,Chirinmon,・Wind Cutter Sword・Knowledge of Swiftness・Holy Wave,Holy Beast,4,3,0,5400,4200,1500,14,4
138.data,11,ギロモン,giromon,Giromon,Giromon,・Deadly Bomb,Mine,4,3,3,5000,4400,1450,96,96
138.data,12,キュウキモン,kyukimon,Kyukimon,Kyukimon,・Blade Twister・Sanrensei,Mysterious Beast,4,1,0,5100,3900,1450,33,12
138.data,13,メタリフェクワガーモン,metallifekuwagamon,Metallifekuwagamon,MetallifeKuwagamon,・Homing Laser・Blade Emission,Insectoid,4,1,1,4800,4000,1400,10,8
138.data,14,ミタマモン,mitamamon,Mitamamon,Mitamamon,・Gouenrin・Kaijinraidou・Kyouka Suigetsu,God Beast,5,3,1,5600,5700,1900,4,13
138.data,15,ライジンモン,raijinmon,Raijinmon,Raijinmon,・Electro Ball・Blitz Arm,Android,5,1,0,6000,5200,1850,18,13
138.data,16,ライデンモン,raidenmon,Raidenmon,Raidenmon,・Kirlian Brunt・Rising Sun,Machine,5,1,4,4900,5600,1800,6,17
138.data,17,カヅチモン,kazuchimon,Kazuchimon,Kazuchimon,・Nito Seirai・Shido Ittetsu・Shinden Shouraiko,Deity,5,3,2,6500,5000,1950,12,13
138.data,18,フェンリルガモン：建御雷神(タケミカヅチ),fenriloogamon_takemikazuchi,Fenriloogamon:Takemikazuchi,Fenriloogamon: Takemikazuchi,・Ultimate War Blade Takemikazuchi・Ultimate Dancing Sword Takemikazuchi,Dark Beast,5,1,1,7000,6100,2150,12,8
138.data,19,シャウトモンＸ４,shoutmonx4,Shoutmonx4,Shoutmon X4,・Burning Star Crusher・Three Victorize・Three Impact・High Atmospheric Pressure・Varooma Boomerang・Burning Star Slasher,Composite,3,2,3,5500,4000,1350,4,0
138.data,20,オメガシャウトモン,omegashoutmon,Omegashoutmon,OmniShoutmon,・Flame Cannon・Victorize Banking・Hard Rock Soul・Beat Slash・Omni the Fusion,Dragon Man,5,2,0,5900,4900,1700,16,0
138.data,21,シャウトモンDX,shoutmondx,Shoutmondx,Shoutmon DX,・Trident Just Fang・Hyper Rock Magnum・Electric Buster Xros・Victorize Banking・Brave Beat Rock Double Xros,Composite,4,2,0,6000,5800,2000,12,0
138.data,22,シャウトモンＸ７,shoutmonx7,Shoutmonx7,Shoutmon X7,・Xros Burning Rocker・Double Flare Buster・Seven Victorize,Composite,4,2,3,5800,6200,2100,4,2
